"Flight Numbers","Origin Airport","Destination Airport","Mileage Program","Departure Time","Arrival Time","Duration (minutes)","Stops","Aircraft","Connections","Economy Miles","Economy Direct Miles","Economy Seats","Economy Direct Seats","Economy Carriers","Economy Direct Carriers","Economy Taxes","Economy Taxes Currency","Premium Economy Miles","Premium Economy Direct Miles","Premium Economy Seats","Premium Economy Direct Seats","Premium Economy Carriers","Premium Economy Direct Carriers","Premium Economy Taxes","Premium Economy Taxes Currency","Business Miles","Business Direct Miles","Business Seats","Business Direct Seats","Business Carriers","Business Direct Carriers","Business Taxes","Business Taxes Currency","First Miles","First Direct Miles","First Seats","First Direct Seats","First Carriers","First Direct Carriers","First Taxes","First Taxes Currency"
"DL46, KL1607","JFK","FCO","delta","10/27 11:35PM","10/28 7:30PM","895","1","Airbus A330-900neo, Airbus A320","AMS","29900","","9","","","","36.20","USD","0","","","","","","","","0","","2","","","","36.20","USD","0","","","","","","",""
"AF11, AF1404","JFK","FCO","flyingblue","10/11 1:00AM","10/11 7:05PM","725","1","Airbus A350-900, Airbus A220","CDG","25000","","9","","","","156.30","USD","90000","","8","","","","248.50","USD","150500","","4","","","","363.90","USD","0","","","","","","",""
"AF11, AF1404","JFK","FCO","delta","10/13 1:00AM","10/13 7:05PM","725","1","Airbus A350-900, Airbus A220","CDG","37000","","9","","","","24.60","USD","0","","","","","","","","0","","9","","","","24.60","USD","0","","","","","","",""
"DL230","JFK","FCO","delta","10/21 7:25PM","10/22 10:05AM","520","0","Airbus A330-300","","29900","","9","","","","5.60","USD","0","","9","","","","5.60","USD","0","","9","","","","5.60","USD","0","","","","","","",""
"AF1, AF1104","JFK","FCO","flyingblue","10/11 4:30PM","10/12 11:25AM","775","1","Boeing 777-200, Airbus A320","CDG","25000","","9","","","","156.30","USD","90000","","9","","","","248.50","USD","0","","5","","","","363.90","USD","0","","","","","","",""
"DL230","JFK","FCO","delta","10/13 7:25PM","10/14 10:05AM","520","0","Airbus A330-300","","29900","","9","","","","5.60","USD","0","","9","","","","5.60","USD","0","","4","","","","5.60","USD","0","","","","","","",""
"AF1, AF1104","JFK","FCO","flyingblue","10/21 4:30PM","10/22 11:25AM","775","1","Airbus A350-900, Airbus A321","CDG","25000","","9","","","","157.19","USD","0","","","","","","","","0","","8","","","","366.30","USD","0","","","","","","",""
"AF11, AF1604","JFK","FCO","flyingblue","10/19 1:00AM","10/19 5:30PM","630","1","Airbus A350-900, Airbus A220","CDG","25000","","9","","","","156.30","USD","40000","","8","","","","248.50","USD","150500","","7","","","","363.90","USD","0","","","","","","",""
"AF11, AF1404","JFK","FCO","delta","10/14 1:00AM","10/14 7:05PM","725","1","Airbus A350-900, Airbus A220","CDG","37000","","9","","","","24.60","USD","0","","","","","","","","0","","8","","","","24.60","USD","0","","","","","","",""
"KL646, KL1603","JFK","FCO","flyingblue","10/14 7:10PM","10/15 11:45AM","635","1","Boeing 777-200, Airbus A321neo","AMS","18750","","9","","","","167.90","USD","90000","","4","","","","260.10","USD","0","","9","","","","375.50","USD","0","","","","","","",""
"DL182","JFK","FCO","delta","10/13 5:30PM","10/14 7:55AM","505","0","Airbus A330-300","","29900","","9","","","","5.60","USD","0","","9","","","","5.60","USD","0","","9","","","","5.60","USD","0","","","","","","",""
"DL2342, DL214","JFK","FCO","delta","11/02 12:25PM","11/03 8:15AM","830","1","Boeing 737-900, Airbus A330-900neo","ATL","71100","","9","","","","5.60","USD","0","","","","","","","","0","","9","","","","5.60","USD","0","","","","","","",""
"AF1, AF1104","JFK","FCO","flyingblue","10/19 4:30PM","10/20 11:25AM","775","1","Boeing 777-300ER, Airbus A320","CDG","25000","","9","","","","156.30","USD","40000","","9","","","","248.50","USD","150500","","5","","","","363.90","USD","0","","","","","","",""
"DL230","JFK","FCO","delta","11/03 8:45PM","11/04 11:00AM","495","0","Airbus A330-300","","47700","","9","","","","5.60","USD","0","","9","","","","5.60","USD","0","","9","","","","5.60","USD","0","","","","","","",""
"AF3, AF1104","JFK","FCO","flyingblue","10/20 5:30PM","10/21 11:25AM","715","1","Boeing 777-300ER, Airbus A320","CDG","25000","","9","","","","156.19","USD","40000","","5","","","","248.40","USD","141500","","2","","","","363.70","USD","0","","","","","","",""
"KL642, KL1601","JFK","FCO","flyingblue","10/14 4:40PM","10/15 9:35AM","655","1","Boeing 787-10, Airbus A321neo","AMS","18750","","9","","","","167.90","USD","90000","","9","","","","260.10","USD","141500","","5","","","","375.50","USD","0","","","","","","",""
"AF11, AF1304","JFK","FCO","flyingblue","11/05 1:00AM","11/05 5:25PM","625","1","Boeing 777-300ER, Airbus A320","CDG","25000","","8","","","","157.19","USD","89500","","8","","","","250.10","USD","140000","","9","","","","366.30","USD","0","","","","","","",""
"DL2751, DL206","JFK","FCO","delta","10/11 12:59PM","10/12 11:00AM","961","1","Airbus A319, Airbus A330-300","DTW","34700","","9","","","","5.60","USD","0","","","","","","","","0","","8","","","","5.60","USD","0","","","","","","",""
"DL1480, DL66","JFK","FCO","delta","10/12 3:40PM","10/13 10:50AM","790","1","Boeing 737-900, Airbus A330-900neo","ATL","34700","","9","","","","5.60","USD","0","","","","","","","","0","","9","","","","5.60","USD","0","","","","","","",""
"DL2227, DL214","JFK","FCO","delta","10/13 8:40AM","10/14 7:35AM","1015","1","Boeing 737-900, Airbus A330-900neo","ATL","29900","","9","","","","5.60","USD","0","","","","","","","","0","","9","","","","5.60","USD","0","","","","","","",""
"AF9, AF1604","JFK","FCO","flyingblue","10/13 11:30PM","10/14 5:30PM","720","1","Boeing 777-300ER, Airbus A220","CDG","25000","","9","","","","156.30","USD","90000","","9","","","","248.50","USD","150500","","9","","","","363.90","USD","0","","","","","","",""
"AF11, AF1404","JFK","FCO","flyingblue","10/19 1:00AM","10/19 7:05PM","725","1","Airbus A350-900, Airbus A220","CDG","25000","","9","","","","156.30","USD","40000","","8","","","","248.50","USD","150500","","7","","","","363.90","USD","0","","","","","","",""
"AF3, AF1104","JFK","FCO","flyingblue","10/19 5:30PM","10/20 11:25AM","715","1","Boeing 777-300ER, Airbus A320","CDG","25000","","9","","","","156.30","USD","40000","","9","","","","248.50","USD","0","","9","","","","363.90","USD","0","","","","","","",""
"AF1, AF1204","JFK","FCO","flyingblue","11/02 4:30PM","11/03 9:20AM","650","1","Boeing 777-300ER, Airbus A320","CDG","58000","","9","","","","156.30","USD","90000","","8","","","","248.50","USD","0","","5","","","","363.90","USD","0","","","","","","",""
"AF11, AF1404","JFK","FCO","flyingblue","11/05 1:00AM","11/05 7:45PM","765","1","Boeing 777-300ER, Airbus A320","CDG","25000","","7","","","","157.19","USD","89500","","9","","","","250.10","USD","140000","","9","","","","366.30","USD","0","","","","","","",""
"KL642, KL1601","JFK","FCO","flyingblue","10/28 6:00PM","10/29 9:05AM","605","1","Boeing 787-10, Airbus A321neo","AMS","26000","","9","","","","167.90","USD","90000","","9","","","","260.10","USD","0","","5","","","","375.50","USD","0","","","","","","",""
"DL230","JFK","FCO","delta","10/20 7:25PM","10/21 10:05AM","520","0","Airbus A330-300","","29900","","9","","","","5.60","USD","119500","","2","","","","5.60","USD","0","","9","","","","5.60","USD","0","","","","","","",""
"AF9, AF1304","JFK","FCO","flyingblue","10/11 11:30PM","10/12 4:35PM","665","1","Boeing 777-300ER, Airbus A220","CDG","18750","","9","","","","156.30","USD","40000","","9","","","","248.50","USD","150500","","9","","","","363.90","USD","0","","","","","","",""
"DL1029, DL66","JFK","FCO","delta","10/22 11:00AM","10/23 10:50AM","1070","1","Boeing 737-900, Airbus A330-900neo","ATL","34000","","9","","","","5.60","USD","0","","","","","","","","0","","5","","","","5.60","USD","0","","","","","","",""
"AF1, AF1104","JFK","FCO","flyingblue","11/02 4:30PM","11/03 11:30AM","780","1","Boeing 777-300ER, Airbus A320","CDG","80500","","9","","","","156.30","USD","90000","","4","","","","248.50","USD","0","","9","","","","363.90","USD","0","","","","","","",""
"KL642, KL1603","JFK","FCO","flyingblue","10/28 6:00PM","10/29 11:55AM","775","1","Boeing 787-10, Boeing 737-900","AMS","41500","","7","","","","167.90","USD","90000","","6","","","","260.10","USD","0","","2","","","","375.50","USD","0","","","","","","",""
"AF5, AF1104","JFK","FCO","flyingblue","10/25 7:30PM","10/26 11:30AM","660","1","Boeing 777-300ER, Airbus A320","CDG","48500","","9","","","","156.30","USD","90000","","6","","","","248.50","USD","150500","","6","","","","363.90","USD","0","","","","","","",""
"KL646, KL1603","JFK","FCO","flyingblue","10/12 7:10PM","10/13 11:45AM","635","1","Boeing 777-200, Airbus A321neo","AMS","18750","","9","","","","167.90","USD","40000","","7","","","","260.10","USD","0","","8","","","","375.50","USD","0","","","","","","",""
"DL5798, DL112","JFK","FCO","delta","10/28 5:00PM","10/29 8:45AM","645","1","Embraer E175, Airbus A330-300","BOS","29900","","9","","","","5.60","USD","0","","","","","","","","0","","9","","","","5.60","USD","0","","","","","","",""
"DL5733, DL112","JFK","FCO","delta","10/21 9:59AM","10/22 6:50AM","891","1","Embraer E175, Airbus A330-300","BOS","29900","","9","","","","5.60","USD","0","","","","","","","","0","","9","","","","5.60","USD","0","","","","","","",""
"DL182","JFK","FCO","delta","10/25 6:20PM","10/26 7:45AM","505","0","Airbus A330-300","","29900","","9","","","","5.60","USD","0","","7","","","","5.60","USD","0","","9","","","","5.60","USD","0","","","","","","",""
"AF11, AF1304","JFK","FCO","delta","11/05 1:00AM","11/05 5:25PM","625","1","Boeing 777-300ER, Airbus A320","CDG","48900","","9","","","","24.60","USD","0","","","","","","","","0","","9","","","","24.60","USD","0","","","","","","",""
"DL5733, DL112","JFK","FCO","delta","10/11 9:59AM","10/12 6:50AM","891","1","Embraer E175, Airbus A330-300","BOS","34700","","6","","","","5.60","USD","0","","","","","","","","0","","9","","","","5.60","USD","0","","","","","","",""
"AF9, AF1304","JFK","FCO","flyingblue","10/19 11:30PM","10/20 4:35PM","665","1","Boeing 777-300ER, Airbus A220","CDG","18750","","9","","","","156.30","USD","40000","","9","","","","248.50","USD","150500","","9","","","","363.90","USD","0","","","","","","",""
"DL46, KL1605","JFK","FCO","delta","11/02 10:45PM","11/03 4:20PM","695","1","Airbus A330-900neo, Airbus A320","AMS","34700","","9","","","","36.20","USD","0","","","","","","","","0","","5","","","","36.20","USD","0","","","","","","",""
"AF9, AF1604","JFK","FCO","delta","10/13 11:30PM","10/14 5:30PM","720","1","Boeing 777-300ER, Airbus A220","CDG","37000","","9","","","","24.60","USD","0","","","","","","","","0","","9","","","","24.60","USD","0","","","","","","",""
"DL230","JFK","FCO","delta","11/01 8:45PM","11/02 11:00AM","495","0","Airbus A330-300","","40100","","9","","","","5.60","USD","0","","9","","","","5.60","USD","0","","9","","","","5.60","USD","0","","","","","","",""
"KL644, KL1605","JFK","FCO","flyingblue","11/01 9:20PM","11/02 4:20PM","780","1","Boeing 787-10, Airbus A321neo","AMS","67000","","9","","","","168.80","USD","0","","9","","","","261.70","USD","0","","5","","","","377.80","USD","0","","","","","","",""
"AF11, AF1304","JFK","FCO","flyingblue","10/29 2:00AM","10/29 6:25PM","685","1","Boeing 777-300ER, Airbus A320","CDG","25000","","8","","","","156.30","USD","90000","","9","","","","248.50","USD","150500","","8","","","","363.90","USD","0","","","","","","",""
"AF11, AF1404","JFK","FCO","flyingblue","11/01 1:00AM","11/01 7:45PM","825","1","Boeing 777-300ER, Airbus A320","CDG","57500","","6","","","","157.10","USD","0","","","","","","","","0","","9","","","","366.10","USD","0","","","","","","",""
"AF11, AF1304","JFK","FCO","flyingblue","11/02 1:00AM","11/02 6:25PM","685","1","Boeing 777-300ER, Airbus A320","CDG","26000","","9","","","","156.30","USD","0","","4","","","","248.50","USD","0","","9","","","","363.90","USD","0","","","","","","",""
"AF5, AF1104","JFK","FCO","flyingblue","11/05 6:30PM","11/06 11:45AM","675","1","Boeing 777-300ER, Airbus A320","CDG","25500","","9","","","","157.19","USD","89500","","9","","","","250.10","USD","0","","9","","","","366.30","USD","0","","","","","","",""
"DL5595, DL112","JFK","FCO","delta","10/11 2:00PM","10/12 6:50AM","650","1","Embraer E175, Airbus A330-300","BOS","34700","","9","","","","5.60","USD","0","","","","","","","","0","","9","","","","5.60","USD","0","","","","","","",""
"DL1480, DL66","JFK","FCO","delta","10/27 2:55PM","10/28 11:20AM","925","1","Boeing 737-900, Airbus A330-900neo","ATL","35200","","3","","","","5.60","USD","0","","","","","","","","0","","9","","","","5.60","USD","0","","","","","","",""
"AF11, AF1404","JFK","FCO","flyingblue","10/26 2:00AM","10/26 7:45PM","765","1","Boeing 777-300ER, Airbus A320","CDG","25000","","9","","","","156.30","USD","90000","","9","","","","248.50","USD","150500","","9","","","","363.90","USD","0","","","","","","",""
"KL642, KL1601","JFK","FCO","flyingblue","10/29 6:00PM","10/30 9:05AM","605","1","Boeing 787-9, Airbus A321neo","AMS","30500","","5","","","","167.90","USD","0","","9","","","","260.10","USD","0","","8","","","","375.50","USD","0","","","","","","",""
"AF5, AF1104","JFK","FCO","flyingblue","10/26 7:30PM","10/27 11:30AM","660","1","Boeing 777-300ER, Airbus A320","CDG","41500","","5","","","","156.30","USD","90000","","9","","","","248.50","USD","150500","","2","","","","363.90","USD","0","","","","","","",""
"DL230","JFK","FCO","delta","10/19 7:25PM","10/20 10:05AM","520","0","Airbus A330-300","","29900","","9","","","","5.60","USD","119500","","9","","","","5.60","USD","0","","9","","","","5.60","USD","0","","","","","","",""
"AF9, AF1304","JFK","FCO","flyingblue","10/20 11:30PM","10/21 4:35PM","665","1","Boeing 777-300ER, Airbus A318","CDG","25000","","9","","","","156.19","USD","40000","","9","","","","248.40","USD","151000","","6","","","","363.70","USD","0","","","","","","",""
"AF5, AF1104","JFK","FCO","flyingblue","10/19 6:30PM","10/20 11:25AM","655","1","Boeing 777-300ER, Airbus A320","CDG","25000","","9","","","","156.30","USD","40000","","7","","","","248.50","USD","0","","9","","","","363.90","USD","0","","","","","","",""
"DL2443, DL206","JFK","FCO","delta","10/13 4:50PM","10/14 11:00AM","730","1","Airbus A319, Airbus A330-300","DTW","35200","","4","","","","5.60","USD","0","","","","","","","","0","","8","","","","5.60","USD","0","","","","","","",""
"DL230","JFK","FCO","delta","10/08 7:25PM","10/09 10:05AM","520","0","Airbus A330-300","","39600","","9","","","","5.60","USD","0","","9","","","","5.60","USD","0","","9","","","","5.60","USD","0","","","","","","",""
"AF1, AF1104","JFK","FCO","flyingblue","10/29 5:30PM","10/30 11:30AM","780","1","Boeing 777-300ER, Airbus A320","CDG","41500","","5","","","","156.30","USD","0","","3","","","","248.50","USD","0","","4","","","","363.90","USD","0","","","","","","",""
"DL2227, DL214","JFK","FCO","delta","10/22 8:40AM","10/23 7:35AM","1015","1","Boeing 737-900, Airbus A330-900neo","ATL","34000","","9","","","","5.60","USD","0","","","","","","","","0","","5","","","","5.60","USD","0","","","","","","",""
"KL644, KL1605","JFK","FCO","flyingblue","11/04 9:20PM","11/05 4:20PM","780","1","Boeing 787-10, Airbus A321neo","AMS","127500","","9","","","","169.00","USD","0","","9","","","","261.89","USD","0","","6","","","","378.10","USD","0","","","","","","",""
"DL2342, DL298","JFK","FCO","delta","10/21 1:10PM","10/22 12:40PM","1050","1","Boeing 737-900, Airbus A350-900","ATL","29900","","9","","","","5.60","USD","0","","","","","","","","0","","9","","","","5.60","USD","0","","","","","","",""
"AF5, AF1104","JFK","FCO","flyingblue","10/15 6:30PM","10/16 11:25AM","655","1","Boeing 777-300ER, Airbus A320","CDG","26000","","6","","","","156.30","USD","90000","","3","","","","248.50","USD","0","","9","","","","363.90","USD","0","","","","","","",""
"AF9, AF1304","JFK","FCO","flyingblue","10/21 11:30PM","10/22 4:35PM","665","1","Boeing 777-300ER, Airbus A220","CDG","18750","","6","","","","157.19","USD","0","","8","","","","250.10","USD","0","","4","","","","366.30","USD","0","","","","","","",""
"AF11, AF1404","JFK","FCO","flyingblue","10/28 2:00AM","10/28 7:45PM","765","1","Boeing 777-300ER, Airbus A320","CDG","25000","","9","","","","156.30","USD","90000","","9","","","","248.50","USD","141500","","6","","","","363.90","USD","0","","","","","","",""
"DL2443, DL206","JFK","FCO","delta","10/11 4:50PM","10/12 11:00AM","730","1","Airbus A319, Airbus A330-300","DTW","34700","","2","","","","5.60","USD","0","","","","","","","","0","","5","","","","5.60","USD","0","","","","","","",""
"DL1029, DL214","JFK","FCO","delta","11/03 10:10AM","11/04 8:15AM","965","1","Boeing 737-900, Airbus A330-900neo","ATL","34700","","9","","","","5.60","USD","0","","","","","","","","0","","6","","","","5.60","USD","0","","","","","","",""
"AF5, AF1104","JFK","FCO","flyingblue","10/12 6:30PM","10/13 11:25AM","655","1","Boeing 777-300ER, Airbus A320","CDG","25000","","9","","","","156.30","USD","40000","","9","","","","248.50","USD","0","","7","","","","363.90","USD","0","","","","","","",""
"KL642, KL1601","JFK","FCO","flyingblue","10/08 4:40PM","10/09 9:35AM","655","1","Boeing 787-10, Airbus A321neo","AMS","25000","","9","","","","167.90","USD","0","","","","","","","","0","","9","","","","375.50","USD","0","","","","","","",""
"DL5804, DL112","JFK","FCO","delta","10/28 12:30PM","10/29 8:45AM","915","1","Embraer E175, Airbus A330-300","BOS","29900","","9","","","","5.60","USD","0","","","","","","","","0","","9","","","","5.60","USD","0","","","","","","",""
"AF11, AF1404","JFK","FCO","flyingblue","10/21 1:00AM","10/21 7:05PM","725","1","Airbus A350-900, Airbus A220","CDG","25000","","9","","","","157.19","USD","89500","","9","","","","250.10","USD","149500","","6","","","","366.30","USD","0","","","","","","",""
"AF3, AF1104","JFK","FCO","flyingblue","10/15 5:30PM","10/16 11:25AM","715","1","Boeing 777-300ER, Airbus A320","CDG","26000","","6","","","","156.30","USD","0","","9","","","","248.50","USD","0","","9","","","","363.90","USD","0","","","","","","",""
"DL182","JFK","FCO","delta","10/15 5:30PM","10/16 7:55AM","505","0","Airbus A330-300","","34000","","9","","","","5.60","USD","0","","9","","","","5.60","USD","0","","9","","","","5.60","USD","0","","","","","","",""
"AF9, AF1304","JFK","FCO","flyingblue","10/22 11:30PM","10/23 4:35PM","665","1","Boeing 777-300ER, Airbus A220","CDG","25000","","9","","","","157.19","USD","0","","2","","","","250.10","USD","0","","3","","","","366.30","USD","0","","","","","","",""
"DL5595, DL112","JFK","FCO","delta","10/15 2:00PM","10/16 6:50AM","650","1","Embraer E175, Airbus A330-300","BOS","34000","","9","","","","5.60","USD","0","","","","","","","","0","","2","","","","5.60","USD","0","","","","","","",""
"KL642, KL1603","JFK","FCO","flyingblue","10/18 4:40PM","10/19 11:45AM","785","1","Boeing 787-10, Airbus A321neo","AMS","18750","","9","","","","167.80","USD","90500","","7","","","","260.00","USD","0","","9","","","","375.30","USD","0","","","","","","",""
"KL642, KL1601","JFK","FCO","flyingblue","10/18 4:40PM","10/19 9:35AM","655","1","Boeing 787-10, Airbus A321neo","AMS","18750","","9","","","","167.80","USD","90500","","8","","","","260.00","USD","0","","8","","","","375.30","USD","0","","","","","","",""
"AF11, AF1304","JFK","FCO","flyingblue","10/26 2:00AM","10/26 6:25PM","685","1","Boeing 777-300ER, Airbus A320","CDG","25000","","9","","","","156.30","USD","90000","","9","","","","248.50","USD","150500","","9","","","","363.90","USD","0","","","","","","",""
"AF3, AF1104","JFK","FCO","flyingblue","10/12 5:30PM","10/13 11:25AM","715","1","Boeing 777-300ER, Airbus A320","CDG","25000","","9","","","","156.30","USD","40000","","9","","","","248.50","USD","0","","8","","","","363.90","USD","0","","","","","","",""
"DL1029, DL214","JFK","FCO","delta","10/18 11:00AM","10/19 7:35AM","875","1","Boeing 737-900, Airbus A330-900neo","ATL","29900","","4","","","","5.60","USD","0","","","","","","","","0","","9","","","","5.60","USD","0","","","","","","",""
"AF3, AF1104","JFK","FCO","flyingblue","11/01 5:30PM","11/02 11:45AM","735","1","Boeing 777-300ER, Airbus A320","CDG","57500","","9","","","","157.10","USD","0","","9","","","","250.00","USD","0","","9","","","","366.10","USD","0","","","","","","",""
"DL4768, DL302","JFK","FCO","delta","10/27 3:00PM","10/28 10:15AM","855","1","Bombardier CRJ900, Airbus A330-200","MSP","29900","","9","","","","5.60","USD","0","","","","","","","","0","","5","","","","5.60","USD","0","","","","","","",""
"DL2342, DL298","JFK","FCO","delta","10/11 1:10PM","10/12 12:40PM","1050","1","Boeing 737-900, Airbus A350-900","ATL","34700","","9","","","","5.60","USD","0","","","","","","","","0","","4","","","","5.60","USD","0","","","","","","",""
"DL182","JFK","FCO","delta","10/14 5:30PM","10/15 7:55AM","505","0","Airbus A330-300","","29900","","9","","","","5.60","USD","0","","8","","","","5.60","USD","0","","9","","","","5.60","USD","0","","","","","","",""
"DL2293, DL66","JFK","FCO","delta","10/29 5:00PM","10/30 11:20AM","800","1","Boeing 737-900, Airbus A330-900neo","ATL","34000","","9","","","","5.60","USD","0","","","","","","","","0","","3","","","","5.60","USD","0","","","","","","",""
"KL642, KL1603","JFK","FCO","flyingblue","11/02 5:00PM","11/03 11:55AM","775","1","Boeing 787-10, Boeing 737-900","AMS","58000","","2","","","","167.90","USD","0","","","","","","","","0","","5","","","","375.50","USD","0","","","","","","",""
"DL1029, DL66","JFK","FCO","delta","10/20 11:00AM","10/21 10:50AM","1070","1","Boeing 737-900, Airbus A330-900neo","ATL","35200","","9","","","","5.60","USD","0","","","","","","","","0","","4","","","","5.60","USD","0","","","","","","",""
"DL182","JFK","FCO","delta","11/03 5:25PM","11/04 7:45AM","500","0","Airbus A330-300","","47700","","9","","","","5.60","USD","132500","","4","","","","5.60","USD","0","","2","","","","5.60","USD","0","","","","","","",""
"KL644, KL1605","JFK","FCO","flyingblue","10/27 10:20PM","10/28 4:20PM","780","1","Boeing 787-10, Airbus A321neo","AMS","25000","","9","","","","167.90","USD","90000","","5","","","","260.10","USD","150500","","3","","","","375.50","USD","0","","","","","","",""
"DL1480, DL298","JFK","FCO","delta","10/21 3:40PM","10/22 12:40PM","900","1","Boeing 737-900, Airbus A350-900","ATL","29900","","9","","","","5.60","USD","0","","","","","","","","0","","9","","","","5.60","USD","0","","","","","","",""
"AF9, AF1404","JFK","FCO","delta","10/28 12:30AM","10/28 7:45PM","855","1","Boeing 777-300ER, Airbus A320","CDG","37000","","9","","","","24.60","USD","0","","","","","","","","0","","9","","","","24.60","USD","0","","","","","","",""
"DL182","JFK","FCO","delta","10/20 5:30PM","10/21 7:55AM","505","0","Airbus A330-300","","29900","","9","","","","5.60","USD","119500","","6","","","","5.60","USD","0","","6","","","","5.60","USD","0","","","","","","",""
"AF7, AF1304","JFK","FCO","flyingblue","11/05 9:30PM","11/06 5:25PM","835","1","Boeing 777-300ER, Airbus A320","CDG","41000","","9","","","","157.19","USD","0","","2","","","","250.10","USD","0","","9","","","","366.30","USD","0","","","","","","",""
"AF9, AF1604","JFK","FCO","flyingblue","10/21 11:30PM","10/22 5:30PM","720","1","Boeing 777-300ER, Airbus A220","CDG","25000","","9","","","","157.19","USD","0","","3","","","","250.10","USD","0","","2","","","","366.30","USD","0","","","","","","",""
"KL642, KL1603","JFK","FCO","flyingblue","10/25 6:00PM","10/26 11:55AM","775","1","Boeing 787-10, Boeing 737-900","AMS","26000","","8","","","","167.90","USD","90000","","2","","","","260.10","USD","0","","6","","","","375.50","USD","0","","","","","","",""
"KL642, KL1601","JFK","FCO","flyingblue","11/04 5:00PM","11/05 9:05AM","605","1","Boeing 787-10, Airbus A321neo","AMS","97000","","9","","","","169.00","USD","0","","9","","","","261.89","USD","0","","3","","","","378.10","USD","0","","","","","","",""
"AC8555, AC890","JFK","FCO","aeroplan","11/03 4:55PM","11/04 10:55AM","720","1","Embraer E175, Boeing 777-300ER","YYZ","50000","","6","","","","51.70","CAD","0","","","","","","","","0","","9","","","","51.70","CAD","0","","","","","","",""
"DL2293, DL298","JFK","FCO","delta","10/21 5:40PM","10/22 12:40PM","780","1","Boeing 737-900, Airbus A350-900","ATL","29900","","9","","","","5.60","USD","0","","","","","","","","0","","9","","","","5.60","USD","0","","","","","","",""
"AF3, AF1104","JFK","FCO","flyingblue","11/03 5:30PM","11/04 11:30AM","720","1","Boeing 777-300ER, Airbus A320","CDG","58000","","9","","","","156.19","USD","90500","","9","","","","248.40","USD","0","","9","","","","363.70","USD","0","","","","","","",""
"DL5804, DL112","JFK","FCO","delta","11/02 12:30PM","11/03 8:45AM","855","1","Embraer E175, Airbus A330-300","BOS","34700","","9","","","","5.60","USD","0","","","","","","","","0","","9","","","","5.60","USD","0","","","","","","",""
"DL1480, DL66","JFK","FCO","delta","10/11 3:40PM","10/12 10:50AM","790","1","Boeing 737-900, Airbus A330-900neo","ATL","34700","","9","","","","5.60","USD","0","","","","","","","","0","","7","","","","5.60","USD","0","","","","","","",""
"AF9, AF1304","JFK","FCO","flyingblue","10/08 11:30PM","10/09 4:35PM","665","1","Boeing 777-300ER, Airbus A220","CDG","25000","","9","","","","156.30","USD","90000","","9","","","","248.50","USD","0","","3","","","","363.90","USD","0","","","","","","",""
"AF11, AF1004","JFK","FCO","delta","11/05 1:00AM","11/05 10:45PM","945","1","Boeing 777-300ER, Airbus A320","CDG","48900","","9","","","","24.60","USD","0","","","","","","","","0","","9","","","","24.60","USD","0","","","","","","",""
"DL230","JFK","FCO","delta","11/05 8:45PM","11/06 11:00AM","495","0","Airbus A330-300","","39600","","9","","","","5.60","USD","135900","","8","","","","5.60","USD","0","","4","","","","5.60","USD","0","","","","","","",""
"DL2443, DL206","JFK","FCO","delta","10/29 4:50PM","10/30 9:35AM","705","1","Airbus A319, Airbus A330-300","DTW","39200","","9","","","","5.60","USD","0","","","","","","","","0","","6","","","","5.60","USD","0","","","","","","",""
"AF5, AF1104","JFK","FCO","flyingblue","10/13 6:30PM","10/14 11:25AM","655","1","Boeing 777-300ER, Airbus A320","CDG","0","","","","","","","","40000","","7","","","","248.50","USD","150500","","3","","","","363.90","USD","0","","","","","","",""
"KL644, KL1605","JFK","FCO","flyingblue","10/29 10:20PM","10/30 4:20PM","780","1","Boeing 787-10, Airbus A321neo","AMS","26000","","5","","","","167.90","USD","0","","9","","","","260.10","USD","0","","7","","","","375.50","USD","0","","","","","","",""
"DL2342, DL214","JFK","FCO","delta","11/05 12:25PM","11/06 8:15AM","830","1","Boeing 737-900, Airbus A330-900neo","ATL","39600","","9","","","","5.60","USD","0","","","","","","","","0","","9","","","","5.60","USD","0","","","","","","",""
"KL642, KL1603","JFK","FCO","flyingblue","10/29 6:00PM","10/30 11:55AM","775","1","Boeing 787-9, Boeing 737-900","AMS","35500","","2","","","","167.90","USD","0","","9","","","","260.10","USD","0","","8","","","","375.50","USD","0","","","","","","",""
"AF1, AF1204","JFK","FCO","etihad","10/28 5:30PM","10/29 9:20AM","650","1","Boeing 777-300ER, Airbus A320","CDG","57000","","9","","","","80.50","USD","0","","","","","","","","99999","","2","","","","80.50","USD","0","","","","","","",""
"AF9, AF1604","JFK","FCO","delta","10/12 11:30PM","10/13 5:30PM","720","1","Boeing 777-300ER, Airbus A220","CDG","42900","","9","","","","24.60","USD","0","","","","","","","","0","","9","","","","24.60","USD","0","","","","","","",""
"AF11, AF1404","JFK","FCO","flyingblue","11/02 1:00AM","11/02 7:45PM","765","1","Boeing 777-300ER, Airbus A320","CDG","25000","","5","","","","156.30","USD","0","","3","","","","248.50","USD","0","","9","","","","363.90","USD","0","","","","","","",""
"AF3, AF1104","JFK","FCO","flyingblue","10/08 5:30PM","10/09 11:25AM","715","1","Boeing 777-300ER, Airbus A320","CDG","26000","","9","","","","156.30","USD","0","","6","","","","248.50","USD","0","","9","","","","363.90","USD","0","","","","","","",""
"KL644, KL1605","JFK","FCO","flyingblue","11/02 9:20PM","11/03 4:20PM","780","1","Boeing 787-10, Airbus A321neo","AMS","98000","","9","","","","167.90","USD","90000","","8","","","","260.10","USD","0","","2","","","","375.50","USD","0","","","","","","",""
